#;Название;Категории;Сайт;Email;Адрес;Широта;Долгота;Телефоны;Тип;Время работы;Информация;Цвет;Оплачена;Исключена из ЛК
1508426;Миллениум Плюс;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Арматурная, 36б;54.520754;37.047888;+7 (48753) 2-60-49;org;;;;Нет;Нет
1508427;Магазин № 64;Продукты;;;Тульская обл., Алексинский р-н, Алексин г., ул. Рабочая, 6а;54.518701;37.047681;+7 (48753) 2-71-85;org;;;;Нет;Нет
1508429;Магазин № 63;Продукты;;;Тульская обл., Алексинский р-н, Алексин г., ул. Центральная, 9;54.518277;37.047861;+7 (48753) 2-70-10;org;;;;Нет;Нет
1508430;MoneyGram;Другое;http://ru.moneygraminfo.com;;Тульская обл., Алексин г., ул. Арматурная, 14, Сбербанк;54.519856;37.046828;8 (800) 500-92-53;org;"пн круглосуточно; вт-пт 9:30-18:00; сб 9:00-16:00";;;Нет;Нет
1508431;Для Вас, магазин;Хозтовары;;;Тульская обл., Алексинский р-н, Алексин г., ул. Арматурная, 9;54.521261;37.043405;+7 (48753) 2-64-80;org;;;;Нет;Нет
1508432;Социально-реабилитационный центр для несовершеннолетних Алексинского района, Гусон ТО;Социальная защита;;;Тульская обл., Алексинский р-н, Алексин г., ул. Арматурная, 19;54.522092;37.044375;+7 (48753) 2-60-09;org;;;;Нет;Нет
1508433;Меркулов Ю.В., ИП;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Горная, 6а;54.518763;37.042812;+7 (48753) 2-82-34;org;;;;Нет;Нет
1508434;Омега;Другое;;;Тульская обл., Алексинский р-н, Алексин, ул. Горная, 31;54.519976;37.043199;+7 (48753) 2-63-38;org;пн-пт 8:00-17:00;;;Нет;Нет
1508435;Comepay;Платёжный терминал Comepay;http://www.comepay.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Арматурная, 34;54.520044;37.049199;8 (800) 100-80-50;org;;;;Нет;Нет
1508436;Отделение почтовой связи Алексин 301370;Почта;http://www.russianpost.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Новогородищенская, 1;54.514284;36.969591;+7 (920) 7854930;org;вт,чт,сб 9:00-16:00, перерыв 12:00-12:30;;;Нет;Нет
1508437;ФГУ Алексинская воспитательная колония УИН Минюста РФ по Тульской области;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Макаренко;54.488373;37.015836;+7 (48753) 5-70-22;org;пн-пт 8:00-17:00;;;Нет;Нет
1508438;Элекс авто;Автосервисы;;;Тульская обл., Алексинский р-н, Алексин, 73;54.502872;37.020767;+7 (4872) 70-00-15;org;;;;Нет;Нет
1508439;Магазин ТД Обухово;Продукты;;;Тульская обл., Алексинский р-н, Алексин г., ул. Макаренко, 1;54.484629;37.010311;+7 (48753) 5-54-67;org;;;;Нет;Нет
1508441;Сбербанк России, банкомат;Сбербанк России;http://www.sberbank.ru;;Тульская обл., Алексин г., ул. Некрасова, 60;54.5123;37.03736;8 (800) 555-55-50;org;;;;Нет;Нет
1508442;ВТБ 24, банкомат;ВТБ;http://www.vtb24.ru;;Тульская обл., Алексин г., ул. Некрасова, 60, Алексинский з-д тяж.промыш.арм.;54.51368;37.038997;8 (800) 100-24-24;org;;;;Нет;Нет
1508443;Лидер Плюс;Юридические услуги;;;Тульская обл., алексин, Алексин, 29а;54.514075;37.026292;+7 (906) 5350457;org;ежедневно, круглосуточно;;;Нет;Нет
1508444;Тяжпромарматура Алексинский завод тяжелой промышленной арматуры;Другое;http://www.aztpa.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Некрасова, 60;54.5136;37.038967;+7 (48753) 4-02-68;org;;;;Нет;Нет
1508445;Отделение почтовой связи Алексин 301368;Почта;http://www.russianpost.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Некрасова, 47;54.512831;37.032967;+7 (48753) 2-40-70, ;org;вт-сб 9:00-18:00, перерыв 13:00-14:00;;;Нет;Нет
1508446;Алеф-банк, операционный офис Алексин;Алеф Банк;http://www.alefbank.ru;;Тульская обл., Алексин г., ул. Некрасова, 60;54.5136;37.038967;+7 (4872) 25-45-37, 8 (800) 500-77-47;org;"пн-чт 9:00-18:00; пт 9:00-17:00";;;Нет;Нет
1508447;Магазин № 2, Алексинское РАЙПО;Продукты;;;Тульская обл., Алексинский р-н, Алексин г., ул. Некрасова, 82;54.51292;37.029975;+7 (48753) 2-71-65;org;;;;Нет;Нет
1508448;Магазин Профи;Другое;;;Тульская обл., Алексинский р-н, Алексин г., пл. Базарная, 23;54.514075;37.026292;+7 (48753) 6-11-25;org;;;;Нет;Нет
1508449;Алеф-банк, банкомат;Алеф Банк;http://www.alefbank.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Некрасова, 60;54.5136;37.038967;8 (800) 500-77-47;org;;;;Нет;Нет
1508450;Contact;Другое;http://www.contact-sys.com;;Тульская обл., округ Алексин, Алексин, ул. Некрасова, 60;54.5136;37.038967;8 (800) 200-42-42, +7 (4872) 25-45-37;org;"пн-чт 9:00-17:00; пт 9:00-16:00";;;Нет;Нет
1508452;Гостиница Ока;Гостиницы и отели;http://hotel-oka.ru;;Тульская обл., Алексин г., ул. Революции, 9;54.524245;37.070642;+7 (48753) 6-77-40;org;;;;Нет;Нет
1508453;Сбербанк России;Сбербанк России;http://www.sberbank.ru;;Тульская обл., Алексин г., ул. Ленина, 15;54.502187;37.06811;8 (800) 555-55-50, +7 (495) 500-55-50;org;"пн-пт 9:00-18:45; сб 9:00-16:00";;;Нет;Нет
1508454;Сбербанк России;Сбербанк России;http://www.sberbank.ru;;Тульская обл., Алексин г., ул. Пахомова, 7;54.501337;37.073407;8 (800) 555-55-50, +7 (495) 500-55-50;org;пн-пт 9:00-18:00;;;Нет;Нет
1508455;Нотариус Фролова Ольга Васильевна;Нотариусы;http://frolova-oljga-vasiljevna.notaryoffice.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Революции, 7д;54.522662;37.076903;+7 (48753) 6-78-84;org;;;;Нет;Нет
1508456;ВТБ 24, банкомат;ВТБ;http://www.vtb24.ru;;Тульская обл., Алексин г., ул. Арматурная, 34, Магнит;54.519815;37.050143;8 (800) 100-24-24;org;ежедневно, круглосуточно;;;Нет;Нет
1508457;ВТБ 24, банкомат;ВТБ;http://www.vtb24.ru;;Тульская обл., округ Алексин, Алексин, ул. 50 лет Октября, 4, корп.А;54.523028;37.080056;8 (800) 100-24-24;org;;;;Нет;Нет
1508459;ВТБ 24, банкомат;ВТБ;http://www.vtb24.ru;;Тульская обл., Алексин г., ул. 50 лет Октября, 11б, ТЦ Октябрьский;54.524365;37.08064;8 (800) 100-24-24;org;ежедневно, 10:00-22:00;;;Нет;Нет
1508460;Жалка, санаторий-профилакторий Тяжпромарматура;Другое;;;Тульская обл., Алексинский р-н, Алексин г., ул. Парковая, 1;54.516328;37.056305;+7 (48753) 4-65-79;org;;;;Нет;Нет
1508461;Нотариус Короленкова Елена Владимировна;Нотариусы;http://korolenkova-elena-vladimirovna.notaryoffice.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Санаторная, 1;54.522918;37.081566;+7 (48753) 6-02-72;org;;;;Нет;Нет
1508462;480 комбинат железобетонных изделий 480 Кжи;Другое;http://www.480kji.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Парковая, 5;54.518486;37.058371;+7 (48753) 4-08-87;org;;;;Нет;Нет
1508463;ВТБ 24, банкомат;ВТБ;http://www.vtb24.ru;;Тульская обл., округ Алексин, Алексин, ул. Ленина, 1;54.5075;37.067327;8 (800) 100-24-24;org;;;;Нет;Нет
1508464;Банк ВТБ 24;ВТБ;http://www.vtb24.ru;;Тульская обл., Алексин г., ул. Ленина, 14;54.5005;37.067103;8 (800) 100-24-24;org;"пн-пт 9:00-19:00; сб 9:00-17:00";;;Нет;Нет
1508465;Нотариус Олейник Лариса Николаевна;Нотариусы;http://olejnik-larisa-nikolaevna.notaryoffice.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Санаторная, 1;54.522918;37.081566;+7 (48753) 6-03-05;org;;;;Нет;Нет
1508466;Универсам Магнит;Магнит;http://www.magnit-info.ru;;Тульская обл., Алексин г., ул. Арматурная, 34а;54.519715;37.050796;8 (800) 200-90-02;org;ежедневно, 8:30-21:00;;;Нет;Нет
1508467;Участковый пункт полиции;Полиция;http://71.mvd.ru;;Тульская обл., Алексин г., ул. Революции, 7г;54.522411;37.076032;+7 (915) 6842780, +7 (915) 6842775, +7 (48753) 6-74-24;org;;;;Нет;Нет
1508468;ВТБ 24, банкомат;ВТБ;http://www.vtb24.ru;;Тульская обл., округ Алексин, Алексин, ул. Ленина, 14;54.5035;37.067133;8 (800) 100-24-24;org;;;;Нет;Нет
1508469;Стоматолог и Я;Стоматология;http://aleksin-dent.ru;;Тульская обл., Алексинский р-н, Алексин г., ул. Советская, 1;54.51571;37.086764;+7 (48753) 6-13-11, +7 (910) 5551555;org;Ежедневно 08:00-20:00;;;Нет;Нет
1508471;ГУЗ «АРБ 1 имени профессора В.Ф. Снегирева»;Больницы;;;Тульская обл., Алексинский р-н, Алексин г., ул. Санаторная, 15;54.522207;37.08683;+7 (48753) 6-13-77;org;12:00-12:48;;;Нет;Нет
1508473;ВТБ 24, банкомат;ВТБ;http://www.vtb24.ru;;Тульская обл., Алексин г., ул. Мира, 20, СПАР;54.503474;37.066222;8 (800) 100-24-24;org;ежедневно, круглосуточно;;;Нет;Нет
1508474;"Межрайонный отдел филиала ФГБУ ФКП ""Росреестра"" по Тульской области";БТИ и административные учреждения;https://rosreestr.ru;;Тульская обл., Алексин г., ул. Санаторная, 9;54.522557;37.084746;+7 (48753) 6-16-90;org;обед с 13:00 до 13:48;;;Нет;Нет
1508476;Сбербанк России, банкомат;Сбербанк России;http://www.sberbank.ru;;Тульская обл., Алексин г., ул. Ленина, 15;54.50217;37.06828;8 (800) 555-55-50;org;ежедневно, круглосуточно;;;Нет;Нет
1508477;Связной;Салоны связи Связной;http://www.svyaznoy.ru;;Тульская обл., Алексин г., ул. Мира, 20;54.503495;37.067543;8 (800) 700-43-43, 8 (800) 700-50-00;org;ежедневно, 9:00-20:00;;;Нет;Нет
1508478;ВелесГарант, Агентство недвижимости;Агентства недвижимости;;;Тульская обл., Алексинский р-н, Алексин, ул. Ленина, 1б, оф. 201;54.506867;37.067193;+7 (910) 168-60-12;org;;;;Нет;Нет
